name,total,exact,transposed,tonalTransped,inverted,augmented,retrograded,rotated,trInverted,trAugmented,trRetrograded,exact8,transposed8,tonalTransped8,inverted8,augmented8,retrograded8,rotated8,trInverted8,trAugmented8,trRetrograded8,exact6,transposed6,tonalTransped6,inverted6,augmented6,retrograded6,rotated6,trInverted6,trAugmented6,trRetrograded6,exact4,transposed4,tonalTransped4,inverted4,augmented4,retrograded4,rotated4,trInverted4,trAugmented4,trRetrograded4,exact2,transposed2,tonalTransped2,inverted2,augmented2,retrograded2,rotated2,trInverted2,trAugmented2,trRetrograded2,unclassified
ALL:ErWasEenKoopmanRijkEnMachtig:DM,672,0,3,0,0,2,0,1,4,49,1,1,0,0,0,0,1,0,1,0,0,7,3,3,1,3,3,1,6,1,0,13,39,24,1,52,7,5,2,116,0,18,18,6,0,158,1,0,1,47,0,73
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,0,11,0,0,0,12,0,2,0,0,0,12,0,0,0,0,0,7
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,5,1,0,33,0,0,0,4,0,3
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,2,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,21,0,0,1,0,0,1,0,0,0,2,0,1
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,3,1,0,0,0,0,3,3,0,0,28,0,0,0,10,0,1
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,2,0,0,2,0,0,0,0,5,3,2,0,18,0,0,1,7,0,9
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,0,2,0,2,0,12,0,2,0,0,0,12,0,0,0,0,0,14
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,0,9,0,1,0,14,0,1,0,0,0,4,0,0,0,1,0,14
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,19,0,1,0,0,0,1,1,0,0,2,0,0
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,3,0,1,11,2,1,1,12,0,0,0,0,0,10,0,0,0,0,0,7
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8,7,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,13,0,9
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,2,0,6,0,1,1,25,0,1,0,0,0,2,0,0,0,1,0,6
ErWasEenKoopmanRijkEnMachtig:DM:-,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,0,4,1,0,0,1,0,2,3,0,0,28,0,0,0,7,0,2
