pattern1
occurrence1
206.00000, 70.00000
207.00000, 69.00000
208.00000, 70.00000
209.00000, 69.00000
210.00000, 67.00000
211.00000, 65.00000
occurrence2
207.00000, 69.00000
208.00000, 70.00000
209.00000, 69.00000
210.00000, 67.00000
211.00000, 65.00000
212.00000, 64.00000
occurrence3
310.00000, 62.00000
313.00000, 60.00000
314.00000, 58.00000
315.00000, 57.00000
occurrence4
438.00000, 69.00000
441.00000, 67.00000
442.00000, 65.00000
443.00000, 64.00000
occurrence5
494.00000, 72.00000
497.00000, 70.00000
498.00000, 69.00000
499.00000, 67.00000
pattern2
occurrence1
288.00000, 58.00000
292.00000, 57.00000
296.00000, 53.00000
298.00000, 60.00000
301.00000, 58.00000
302.00000, 57.00000
306.00000, 55.00000
308.00000, 57.00000
310.00000, 62.00000
313.00000, 60.00000
314.00000, 58.00000
315.00000, 57.00000
316.00000, 58.00000
occurrence2
302.00000, 57.00000
306.00000, 55.00000
308.00000, 57.00000
310.00000, 62.00000
313.00000, 60.00000
314.00000, 58.00000
315.00000, 57.00000
316.00000, 58.00000
320.00000, 57.00000
326.00000, 53.00000
329.00000, 55.00000
330.00000, 57.00000
occurrence3
482.00000, 64.00000
486.00000, 62.00000
487.00000, 64.00000
488.00000, 65.00000
490.00000, 69.00000
493.00000, 70.00000
494.00000, 72.00000
497.00000, 70.00000
498.00000, 69.00000
499.00000, 67.00000
500.00000, 70.00000
502.00000, 69.00000
505.00000, 65.00000
506.00000, 67.00000
509.00000, 62.00000
510.00000, 64.00000
pattern3
occurrence1
92.00000, 65.00000
96.00000, 62.00000
100.00000, 60.00000
108.00000, 65.00000
114.00000, 64.00000
116.00000, 64.00000
118.00000, 62.00000
120.00000, 65.00000
124.00000, 64.00000
occurrence2
288.00000, 58.00000
292.00000, 57.00000
296.00000, 53.00000
298.00000, 60.00000
301.00000, 58.00000
302.00000, 57.00000
306.00000, 55.00000
308.00000, 57.00000
310.00000, 62.00000
313.00000, 60.00000
314.00000, 58.00000
315.00000, 57.00000
316.00000, 58.00000
320.00000, 57.00000
occurrence3
474.00000, 69.00000
476.00000, 65.00000
480.00000, 64.00000
482.00000, 64.00000
486.00000, 62.00000
487.00000, 64.00000
488.00000, 65.00000
490.00000, 69.00000
493.00000, 70.00000
494.00000, 72.00000
497.00000, 70.00000
498.00000, 69.00000
499.00000, 67.00000
500.00000, 70.00000
502.00000, 69.00000
505.00000, 65.00000
506.00000, 67.00000
pattern4
occurrence1
88.00000, 64.00000
92.00000, 65.00000
96.00000, 62.00000
100.00000, 60.00000
108.00000, 65.00000
114.00000, 64.00000
116.00000, 64.00000
118.00000, 62.00000
120.00000, 65.00000
124.00000, 64.00000
126.00000, 60.00000
128.00000, 62.00000
132.00000, 60.00000
135.00000, 57.00000
136.00000, 58.00000
138.00000, 60.00000
142.00000, 58.00000
143.00000, 57.00000
144.00000, 55.00000
156.00000, 67.00000
160.00000, 67.00000
164.00000, 69.00000
168.00000, 70.00000
174.00000, 69.00000
175.00000, 67.00000
176.00000, 69.00000
184.00000, 69.00000
188.00000, 69.00000
194.00000, 65.00000
196.00000, 67.00000
200.00000, 65.00000
202.00000, 72.00000
206.00000, 70.00000
207.00000, 69.00000
208.00000, 70.00000
209.00000, 69.00000
210.00000, 67.00000
occurrence2
96.00000, 62.00000
100.00000, 60.00000
108.00000, 65.00000
114.00000, 64.00000
116.00000, 64.00000
118.00000, 62.00000
120.00000, 65.00000
124.00000, 64.00000
126.00000, 60.00000
128.00000, 62.00000
132.00000, 60.00000
135.00000, 57.00000
136.00000, 58.00000
138.00000, 60.00000
142.00000, 58.00000
143.00000, 57.00000
144.00000, 55.00000
156.00000, 67.00000
160.00000, 67.00000
164.00000, 69.00000
168.00000, 70.00000
174.00000, 69.00000
175.00000, 67.00000
176.00000, 69.00000
184.00000, 69.00000
188.00000, 69.00000
194.00000, 65.00000
196.00000, 67.00000
200.00000, 65.00000
202.00000, 72.00000
206.00000, 70.00000
207.00000, 69.00000
208.00000, 70.00000
209.00000, 69.00000
210.00000, 67.00000
211.00000, 65.00000
212.00000, 64.00000
215.00000, 65.00000
216.00000, 67.00000
218.00000, 65.00000
occurrence3
100.00000, 60.00000
108.00000, 65.00000
114.00000, 64.00000
116.00000, 64.00000
118.00000, 62.00000
120.00000, 65.00000
124.00000, 64.00000
126.00000, 60.00000
128.00000, 62.00000
132.00000, 60.00000
135.00000, 57.00000
136.00000, 58.00000
138.00000, 60.00000
142.00000, 58.00000
143.00000, 57.00000
144.00000, 55.00000
156.00000, 67.00000
160.00000, 67.00000
164.00000, 69.00000
168.00000, 70.00000
174.00000, 69.00000
175.00000, 67.00000
176.00000, 69.00000
184.00000, 69.00000
188.00000, 69.00000
194.00000, 65.00000
196.00000, 67.00000
200.00000, 65.00000
202.00000, 72.00000
206.00000, 70.00000
207.00000, 69.00000
208.00000, 70.00000
209.00000, 69.00000
210.00000, 67.00000
211.00000, 65.00000
212.00000, 64.00000
215.00000, 65.00000
216.00000, 67.00000
218.00000, 65.00000
222.00000, 64.00000
occurrence4
368.00000, 65.00000
376.00000, 64.00000
380.00000, 60.00000
384.00000, 65.00000
388.00000, 64.00000
392.00000, 62.00000
400.00000, 60.00000
406.00000, 62.00000
408.00000, 64.00000
410.00000, 65.00000
412.00000, 67.00000
414.00000, 69.00000
417.00000, 65.00000
418.00000, 65.00000
422.00000, 64.00000
424.00000, 65.00000
426.00000, 69.00000
429.00000, 67.00000
430.00000, 69.00000
432.00000, 70.00000
435.00000, 69.00000
436.00000, 65.00000
437.00000, 67.00000
438.00000, 69.00000
441.00000, 67.00000
442.00000, 65.00000
443.00000, 64.00000
444.00000, 62.00000
452.00000, 65.00000
456.00000, 67.00000
459.00000, 69.00000
460.00000, 70.00000
462.00000, 72.00000
464.00000, 69.00000
468.00000, 70.00000
470.00000, 67.00000
474.00000, 69.00000
476.00000, 65.00000
480.00000, 64.00000
482.00000, 64.00000
486.00000, 62.00000
487.00000, 64.00000
488.00000, 65.00000
490.00000, 69.00000
pattern5
occurrence1
96.00000, 62.00000
100.00000, 60.00000
108.00000, 65.00000
