pattern1
occurrence1
30.00000, 80.00000
30.50000, 78.00000
31.00000, 76.00000
31.50000, 75.00000
32.00000, 78.00000
33.50000, 76.00000
38.00000, 78.00000
38.50000, 76.00000
40.00000, 75.00000
41.50000, 76.00000
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
occurrence2
30.50000, 78.00000
31.00000, 76.00000
31.50000, 75.00000
32.00000, 78.00000
33.50000, 76.00000
38.00000, 78.00000
38.50000, 76.00000
40.00000, 75.00000
41.50000, 76.00000
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
occurrence3
31.00000, 76.00000
31.50000, 75.00000
32.00000, 78.00000
33.50000, 76.00000
38.00000, 78.00000
38.50000, 76.00000
40.00000, 75.00000
41.50000, 76.00000
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
47.50000, 75.00000
occurrence4
38.00000, 78.00000
38.50000, 76.00000
40.00000, 75.00000
41.50000, 76.00000
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
47.50000, 75.00000
48.00000, 78.00000
49.50000, 76.00000
54.00000, 78.00000
54.50000, 76.00000
occurrence5
41.50000, 76.00000
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
47.50000, 75.00000
48.00000, 78.00000
49.50000, 76.00000
54.00000, 78.00000
54.50000, 76.00000
56.00000, 75.00000
57.50000, 76.00000
58.00000, 75.00000
occurrence6
42.00000, 75.00000
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
47.50000, 75.00000
48.00000, 78.00000
49.50000, 76.00000
54.00000, 78.00000
54.50000, 76.00000
56.00000, 75.00000
57.50000, 76.00000
58.00000, 75.00000
58.50000, 73.00000
occurrence7
42.50000, 73.00000
43.00000, 72.00000
43.50000, 73.00000
44.00000, 73.00000
45.50000, 68.00000
46.00000, 80.00000
46.50000, 78.00000
47.00000, 76.00000
47.50000, 75.00000
48.00000, 78.00000
49.50000, 76.00000
54.00000, 78.00000
