pattern1
occurrence1
97.00000, 78.00000
99.00000, 78.00000
occurrence2
113.00000, 69.00000
115.00000, 69.00000
occurrence3
150.50000, 68.00000
150.75000, 68.00000
151.25000, 68.00000
67.50000, 58.00000
151.75000, 67.00000
68.25000, 58.00000
68.50000, 56.00000
152.50000, 68.00000
occurrence4
69.50000, 54.00000
70.50000, 54.00000
71.50000, 54.00000
occurrence5
116.75000, 63.00000
118.75000, 63.00000
occurrence6
84.50000, 54.00000
85.50000, 54.00000
86.50000, 54.00000
occurrence7
85.50000, 54.00000
86.50000, 54.00000
87.50000, 54.00000
occurrence8
107.50000, 75.00000
109.50000, 75.00000
occurrence9
117.50000, 63.00000
34.00000, 78.00000
118.50000, 63.00000
119.50000, 63.00000
occurrence10
118.50000, 63.00000
119.50000, 63.00000
120.50000, 63.00000
occurrence11
66.00000, 59.00000
67.00000, 56.00000
68.00000, 59.00000
pattern2
occurrence1
86.00000, 56.00000
87.00000, 56.00000
88.00000, 61.00000
96.00000, 80.00000
97.00000, 78.00000
99.00000, 78.00000
102.00000, 68.00000
104.00000, 80.00000
106.00000, 75.00000
107.00000, 73.00000
108.00000, 70.00000
111.00000, 75.00000
113.00000, 69.00000
115.00000, 69.00000
116.00000, 68.00000
118.00000, 66.00000
120.00000, 61.00000
128.00000, 68.00000
129.50000, 66.00000
131.00000, 70.00000
132.00000, 68.00000
133.50000, 66.00000
136.00000, 68.00000
138.00000, 66.00000
139.00000, 58.00000
139.50000, 61.00000
143.00000, 63.00000
144.00000, 70.00000
145.00000, 68.00000
145.50000, 68.00000
147.00000, 66.00000
148.00000, 65.00000
65.50000, 59.00000
149.50000, 66.00000
150.00000, 68.00000
66.50000, 58.00000
150.50000, 68.00000
150.75000, 68.00000
151.25000, 68.00000
67.50000, 58.00000
151.75000, 67.00000
68.25000, 58.00000
68.50000, 56.00000
152.50000, 68.00000
110.75000, 70.00000
152.75000, 70.00000
69.50000, 54.00000
70.50000, 54.00000
71.50000, 54.00000
113.75000, 68.00000
114.25000, 66.00000
116.75000, 63.00000
118.75000, 63.00000
81.50000, 59.00000
82.50000, 61.00000
83.50000, 56.00000
105.33301, 77.00000
104.66699, 78.00000
84.25000, 56.00000
84.50000, 54.00000
85.50000, 54.00000
occurrence2
87.00000, 56.00000
88.00000, 61.00000
96.00000, 80.00000
97.00000, 78.00000
99.00000, 78.00000
102.00000, 68.00000
104.00000, 80.00000
106.00000, 75.00000
107.00000, 73.00000
108.00000, 70.00000
111.00000, 75.00000
113.00000, 69.00000
115.00000, 69.00000
116.00000, 68.00000
118.00000, 66.00000
120.00000, 61.00000
128.00000, 68.00000
129.50000, 66.00000
131.00000, 70.00000
132.00000, 68.00000
133.50000, 66.00000
136.00000, 68.00000
138.00000, 66.00000
139.00000, 58.00000
139.50000, 61.00000
143.00000, 63.00000
144.00000, 70.00000
145.00000, 68.00000
145.50000, 68.00000
147.00000, 66.00000
148.00000, 65.00000
65.50000, 59.00000
149.50000, 66.00000
150.00000, 68.00000
66.50000, 58.00000
150.50000, 68.00000
150.75000, 68.00000
151.25000, 68.00000
67.50000, 58.00000
151.75000, 67.00000
68.25000, 58.00000
68.50000, 56.00000
152.50000, 68.00000
110.75000, 70.00000
152.75000, 70.00000
69.50000, 54.00000
70.50000, 54.00000
71.50000, 54.00000
113.75000, 68.00000
114.25000, 66.00000
116.75000, 63.00000
118.75000, 63.00000
81.50000, 59.00000
82.50000, 61.00000
83.50000, 56.00000
105.33301, 77.00000
104.66699, 78.00000
84.25000, 56.00000
84.50000, 54.00000
85.50000, 54.00000
86.50000, 54.00000
occurrence3
82.50000, 61.00000
83.50000, 56.00000
105.33301, 77.00000
104.66699, 78.00000
84.25000, 56.00000
84.50000, 54.00000
85.50000, 54.00000
86.50000, 54.00000
87.50000, 54.00000
4.00000, 70.00000
